id,foreign_id,lat,lng,description,river,town,active
760,WNBGORV04,43.263058,-93.418067,Winnebago River at Eagle Ave at Fertile (WNBGORV04),Winnebago River,Fertile,t
1013,LTLTKY01,43.0089,-91.8694,Little Turkey River at Nature Rd at Eldorado (LTLTKY01),Little Turkey River,Eldorado,t
1985,CRNECREEK01,42.576805,-92.180504,Crane Creek at Dunkerton (CRNECREEK01),Crane Creek,Dunkerton,t
755,WLLWCR02,43.155786,-93.220835,Willow Creek at N Pierce Ave at Mason City (WLLWCR02),Willow Creek,Mason City,t
11878,LTLROCK01,43.325237,-96.097099,Little Rock River at George (LTLROCK01),Little Rock River,George,t
763,WNISH02,41.146319,-95.441864,West Nishnabotna River at Brothers Ave at Henderson (WNISH02),West Nishnabotna River,Henderson,t
1012,LIMECR01,42.2974,-92.0177,Lime Creek at Benton-Buchanan Rd at Brandon (LIMECR01),Lime Creek,Brandon,t
1652,SQWCR03,42.123027,-93.715057,Ioway Creek at 160th St at Gilbert (SQWCR03),Ioway Creek,Gilbert,t
1750,LTLSIOUX04,43.327402,-95.201261,Little Sioux River at Milford (LTLSIOUX04),Little Sioux River,Milford,t
1983,MNTGMRY01,42.13147,-93.756668,Montgomery Creek at Gilbert (MNTGMRY01),Montgomery Creek,Gilbert,t
1874,SUGARCR01,40.784478,-91.571362,Sugar Creek at Houghton(SUGARCR01),Sugar Creek,Houghton,t
1040,CRANECR02,43.213628,-92.27727,Crane Creek at 100th St at Jerico (CRANECR02),Crane Creek,Jerico,t
11863,TKYRV01,42.73213,-91.159174,Turkey River at Osterdock (TKYRV01),Turkey River,Osterdock,t
1918,MILLERCRK01,42.384512,-92.254363,Miller Creek at Washburn (MILLERCRK01),Miller Creek,Washburn,t
1873,EINDNCR01,41.952123,-93.405982,East Indian Creek at Maxwell (EINDNCR01),East Indian Creek,Maxwell,t
1867,SSKNK01,41.574715,-93.037189,South Skunk River at Reasnor (SSKNK01),South Skunk River,Reasnor,t
1752,WALNUTCR01,41.501097,-93.251632,Walnut Creek at Runnells (WALNUTCR01),Walnut Creek,Runnells,t
1868,FOURMLE01,41.568344,-93.522422,Fourmile Creek at Pleasant Hill (FOURMLE01),Fourmile Creek,Pleasant Hill,t
11896,SPRNGRUN01,43.347488,-95.111778,Spring Run Creek at Arnolds Park (SPRNGRUN01),Spring Run Creek,Arnolds Park,t
733,LTLSIOUX03,43.184268,-95.191472,Little Sioux River at 320th St at Spencer (LTLSIOUX03),Little Sioux River,Spencer,t
754,WLLWCR01,43.150827,-93.20693,Willow Creek at 1st St SW at Mason City (WLLWCR01),Willow Creek,Mason City,t
1833,ENISH02,40.785763,-95.384914,East Nishnabotna at HWY59 at Shenandoah (ENISH02),East Nishnabotna River,Shenandoah,t
762,WNBGORV06,43.342286,-93.630953,Winnebago River at 400th St at Leland (WNBGORV06),Winnebago River,Leland,t
737,NWLNTCR02,41.614686,-93.72652,North Walnut Creek at Hickman Rd at Urbandale (NWLNTCR02),North Walnut Creek,Urbandale,t
1672,CHQSTCR02,40.804359,-92.2077,Chequest Creek at Wheat Ave at Keosauqua (CHQSTCR02),Chequest Creek,Keosauqua,t
11865,KITTYCRK01,42.188927,-91.22265,Kitty Creek at Langworthy (KITTYCRK01),Kitty Creek,Langworthy,t
715,BVRCR01,42.581216,-92.73164,Beaver Creek at Sinclair Ave at Parkersburg (BVRCR01),Beaver Creek,Parkersburg,t
1029,SSKNK04,42.2171,-93.583,South Skunk River at Christytown Rd at Randall (SSKNK04),South Skunk River,Randall,t
1830,NRCCNRV02,41.742571,-94.055925,North Raccoon River at Minburn RD (NRCCNRV02),North Raccoon River,Minburn,t
11884,BOYERRV03,42.065647,-95.344322,Boyer River at Denison (BOYERRV03),Boyer River,Denison,t
761,WNBGORV05,43.241974,-93.624887,Winnebago River at 330th St at Forest City (WNBGORV05),Winnebago River,Forest City,t
1982,LNGDCKCR01,42.188076,-93.532417,Long Dick Creek at Roland (LNGDCKCR01),Long Dick Creek,Roland,t
1776,BEAVER03,43.133878,-92.567574,Beaver Creek at Colwell (BEAVER03),Beaver Creek,Colwell,t
730,INDIAN01,41.016893,-95.396478,Indian Creek at Morton Ave at Emersen (INDIAN01),Indian Creek,Emerson,t
1016,MDCRK01,41.0986,-95.517,Mud Creek at Elderberry Ave at Henderson (MDCRK01),Mud Creek,Henderson,t
1821,DSMNSRV04,42.543403,-94.216311,Des Moines River at 170th St. (Cty. D14) (DSMNSRV04),Des Moines River,Fort Dodge,t
1028,SFIOWA03,42.5139,-93.4697,South Fork Iowa River at County D20 at Alden (SFIOWA03),South Fork Iowa River,Alden,t
1844,OCHYDNRV01,43.183955,-95.374806,Ocheyedan River at HWY18/320th ST (OCHYDNRV01),Ocheyedan River,Everly,t
11854,MILLCRK01,42.837395,-95.599655,Mill Creek at Larrabee (MILLCRK01),Mill Creek,Larrabee,t
1009,FOURMLE02,41.6584,-93.5457,Fourmile Creek at 54th Ave NE at Altoona (FOURMLE02),Fourmile Creek,Altoona,t
11858,WAPSI07,42.569286,-92.107964,Wapsipinicon River at Dunkerton (WAPSI07),Wapsipinicon River,Dunkerton,t
741,SHLRK02,42.840339,-92.73205,Shell Rock River at Packard Ave at Clarksville (SHLRK02),Shell Rock River,Clarksville,t
1006,DRYCRK01,42.0477,-91.6665,Dry Creek at Boyson Rd NE at Cedar Rapids (DRYCRK01),Dry Creek,Cedar Rapids,t
732,LAKECR01,42.260551,-94.782407,Lake Creek at 365th St at Lake City (LAKECR01),Lake Creek,Lake City,t
718,CLRCRK03,41.730501,-91.907046,Clear Creek at 190th St at Homestead (CLRCRK03),Clear Creek,Homestead,t
1020,OTTRCRK01,42.9564,-91.6266,Otter Creek at Mill St at Elgin (OTTRCRK01),Otter Creek,Elgin,t
11899,BIGSPIRIT01,43.445946,-95.096199,Big Spirit Lake Spillway at Orleans (BIGSPIRIT01),Big Spirit Lake Spillway,Orleans,t
1018,NWLNTCR01,41.6092,-93.721,North Walnut Creek at College Ave at Windsor Heights (NWLNTCR01),North Walnut Creek,Windsor Heights,t
11862,NFMQKTA03,42.546433,-91.114294,North Fork Maquoketa River at New Vienna (NFMQKTA03),North Fork Maquoketa River,New Vienna,t
1035,VLGARV01,42.8015,-91.5372,Volga River at Domino Rd at Volga (VLGARV01),Volga River,Volga,t
752,VLGARV02,42.837939,-91.656859,Volga River at South Mill St at Wadena (VLGARV02),Volga River,Wadena,t
1775,BEAVER01,43.066578,-92.528143,Beaver Creek at Bassett (BEAVER01),Beaver Creek,Bassett,t
11895,TROUTTRB01,43.23441,-91.77253,Trout Creek Tributary at Nordness (TROUTTRB01),Trout Creek Tributary,Nordness,t
740,SHLRK01,42.788201,-92.688598,Shell Rock River at 180th St at Clarksville (SHLRK01),Shell Rock River,Clarksville,t
1030,TIPTNCR01,42.314,-93.232,Tipton Creek at N Ave at Hubbard (TIPTNCR01),Tipton Creek,Hubbard,t
753,WLFCR01,42.315598,-92.193895,Wolf Creek at W Main St at La Porte City (WLFCR01),Wolf Creek,La Porte City,t
735,MQKTARV02,42.390771,-91.2909,Maquoketa River at Quarter Rd at Delhi (MQKTARV02),Maquoketa River,Delhi,t
11850,MUDCR04,42.094112,-92.167595,Mud Creek at Garrison (MUDCR04),Mud Creek,Garrison,t
