Join_Count,TARGET_FID,id,foreign_id,lat,lng,description,river,town,active,TNMID,METASOURCE,SOURCEDATA,SOURCEORIG,SOURCEFEAT,LOADDATE,GNIS_ID,AREAACRES,AREASQKM,STATES,HUC8,NAME,Shape_Leng,county_fips,county_name
1,82,1749,INDIAN02,41.044804,-95.366453,Indian Creek at Emerson (INDIAN02),Indian Creek,Emerson,t,{0ADD5A65-48D5-4C2D-9478-CC5524DCBC96}, , , , ,6/11/2012 0:00:00,0.0,1056982.61,4277.46,IA,10240002.0,West Nishnabotna,4.7622280514,19137,Montgomery County
1,83,11855,INDCRK01,41.284298,-95.836006,Indian Creek at Council Bluffs (INDCRK01),Indian Creek,Council Bluffs,t,{137604D3-AC1D-4A2C-99B1-C2EE95514D5C}, , , , ,6/11/2012 0:00:00,0.0,712850.78,2884.81,"IA,NE",10230006.0,Big Papillion-Mosquito,4.42218693503,19155,Pottawattamie County
1,84,1953,WAPSI04,42.00897,-91.139147,Wapsipinicon River at Olin (WAPSI04),Wapsipinicon River,Olin,t,{2CA76B6F-4299-487E-B45B-1C2EA9361D20}, , , , ,6/11/2012 0:00:00,0.0,628099.07,2541.83,IA,7080103.0,Lower Wapsipinicon,3.77823775055,19105,Jones County
1,85,743,SHLRK06,43.166203,-93.038048,Shell Rock River at 277th St at Nora Springs (SHLRK06),Shell Rock River,Nora Springs,t,{D911D322-0667-4C87-9505-EC11E48345D3}, , , , ,6/11/2012 0:00:00,0.0,691348.09,2797.79,"IA,MN",7080202.0,Shell Rock,5.47060778398,19033,Cerro Gordo County
1,86,1865,BLCKHWK01,41.502715,-90.624221,Blackhawk Creek at Davenport (BLCKHWK01),Blackhawk Creek,Davenport,t,{C5D4BA12-6399-4A40-A170-2F26C7D2C6B1}, , , , ,6/11/2012 0:00:00,0.0,634693.16,2568.51,"IA,IL",7080101.0,Copperas-Duck,5.58462516616,19163,Scott County
1,87,746,SQWCR01,42.013553,-93.610153,Ioway Creek at S outh Duff Ave at Ames (SQWCR01),Ioway Creek,Ames,t,{A3289F99-CD86-4AF6-A77E-5442630D5AFD}, , , , ,6/11/2012 0:00:00,0.0,1179865.93,4774.75,IA,7080105.0,South Skunk,6.74624294085,19169,Story County
1,88,1657,PRAIRIE01,42.121699,-93.755448,Prairie Creek at V Ave at Gilbert (PRAIRIE01),Prairie Creek,Gilbert,t,{A3289F99-CD86-4AF6-A77E-5442630D5AFD}, , , , ,6/11/2012 0:00:00,0.0,1179865.93,4774.75,IA,7080105.0,South Skunk,6.74624294085,19015,Boone County
1,89,1864,GRNGRCR01,42.4549,-90.6595,Granger Creek at Dubuque (GRNGRCR01),Granger Creek,Dubuque,t,{D09DB136-C0FD-4F58-8B45-0382680A89B4}, , , , ,6/11/2012 0:00:00,0.0,951301.75,3849.79,"IA,IL,WI",7060005.0,Apple-Plum,4.7249323107,19061,Dubuque County
1,90,727,INDCR02,41.994834,-91.617753,Indian Creek at Cottage Grove Ave SE at Cedar Rapids (INDCR02),Indian Creek,Cedar Rapids,t,{65F2CD30-B70F-474A-8E7D-FFABDB288751}, , , , ,6/11/2012 0:00:00,0.0,703253.72,2845.97,IA,7080206.0,Lower Cedar,4.56838127734,19113,Linn County
1,91,1764,MAPLERV02,42.503756,-95.431959,Maple River at Galva (MAPLERV02),Maple River,Galva,t,{3F5B0268-6823-46BE-B1FB-4C1673918B27}, , , , ,6/11/2012 0:00:00,0.0,473551.45,1916.4,IA,10230005.0,Maple,3.6413615574,19093,Ida County
1,92,1039,LTLWAPSI01,43.112665,-92.40527,Little Wapsipinicon River at N Washington (LTLWAPSI01),Little Wapsipinicon River,North Washington,t,{D3C57FE4-D26B-46B6-B387-EAB1A96A2CF0}, , , , ,6/11/2012 0:00:00,0.0,1003377.82,4060.53,"IA,MN",7080102.0,Upper Wapsipinicon,5.6383031509,19037,Chickasaw County
1,93,1675,SOAPCR02,40.84952,-92.538281,Soap Creek at Falcon Boulevard at Drakesville (SOAPCR02),Soap Creek,Drakesville,t,{BD63BFB7-471A-41B1-8B65-1FCFFD956A3C}, , , , ,6/11/2012 0:00:00,0.0,1370685.19,5546.97,"IA,MO",7100009.0,Lower Des Moines,5.89631193612,19051,Davis County
1,94,736,NRCCNRV04,42.457564,-95.012886,North Raccoon River at 230th St at Sac City (NRCCNRV04),North Raccoon River,Sac City,t,{642334D3-7EFA-4E7E-9500-F5A9E8FBF717}, , , , ,6/11/2012 0:00:00,0.0,1581359.74,6399.54,IA,7100006.0,North Raccoon,7.63352986486,19161,Sac County
1,95,1906,COFFINSCR01,42.495217,-91.562759,Coffins Creek at Masonville(COFFINSCR01),Coffins Creek,Masonville,t,{54F3C0AD-2A15-441C-BD3B-1373FB7DBC85}, , , , ,6/11/2012 0:00:00,0.0,1196986.08,4844.04,IA,7060006.0,Maquoketa,5.43151936743,19055,Delaware County
1,96,1866,DUCKCR02,41.549912,-90.551328,Duck Creek at Davenport (DUCKCR02),Duck Creek,Davenport,f,{C5D4BA12-6399-4A40-A170-2F26C7D2C6B1}, , , , ,6/11/2012 0:00:00,0.0,634693.16,2568.51,"IA,IL",7080101.0,Copperas-Duck,5.58462516616,19163,Scott County
1,97,742,SHLRK04,42.936283,-92.851475,Shell Rock River at 290th St at Marble Rock (SHLRK04),Shell Rock River,Marble Rock,t,{D911D322-0667-4C87-9505-EC11E48345D3}, , , , ,6/11/2012 0:00:00,0.0,691348.09,2797.79,"IA,MN",7080202.0,Shell Rock,5.47060778398,19067,Floyd County
1,98,250901,UIWARV04,43.466738,-92.297739,Upper Iowa River near Lime Springs,Upper Iowa River,Lime Springs,t,{342979AC-90B2-4197-A662-8F96F2E3F98B}, , , , ,6/11/2012 0:00:00,0.0,639677.18,2588.68,"IA,MN",7060002.0,Upper Iowa,4.03046094434,19089,Howard County
1,99,1674,LTLSOAP01,40.900895,-92.333087,Little Soap Creek at Quail Ave at Floris (LTLSOAP01),Little Soap Creek,Floris,t,{BD63BFB7-471A-41B1-8B65-1FCFFD956A3C}, , , , ,6/11/2012 0:00:00,0.0,1370685.19,5546.97,"IA,MO",7100009.0,Lower Des Moines,5.89631193612,19179,Wapello County
1,100,1913,EBRBVRDAM01,42.995719,-93.201867,East Branch Beaver Dam Creek at Rockwell (EBRBVRDAM01),East Branch Beaver Dam Creek,Rockwell,f,{6D42187C-4B29-4472-A8FE-52C4FE84047B}, , , , ,6/11/2012 0:00:00,0.0,551118.08,2230.3,IA,7080204.0,West Fork Cedar,3.76596645838,19033,Cerro Gordo County
1,101,1671,CHQSTCR01,40.772143,-92.092274,Chequest Creek at County V64 at Keosauqua (CHQSTCR01),Chequest Creek,Keosauqua,t,{BD63BFB7-471A-41B1-8B65-1FCFFD956A3C}, , , , ,6/11/2012 0:00:00,0.0,1370685.19,5546.97,"IA,MO",7100009.0,Lower Des Moines,5.89631193612,19177,Van Buren County
1,102,1980,BOONERV01,42.724556,-93.947083,Boone River at Goldfield (BOONERV01),Boone River,Goldfield,t,{F9346510-2B8F-40F7-810D-6F1E7A48ADB6}, , , , ,6/11/2012 0:00:00,0.0,581403.23,2352.86,IA,7100005.0,Boone,3.29791974075,19197,Wright County
0,103,11886,ELKHRNRV01,42.432922,-98.598938,Elkhorn River at O''Neil (ELKHRNRV01),Elkhorn River,O''Neil,t,,,,,,,,,,,,,,31089,Holt County
1,104,1838,MADCRK01,41.451786,-91.038729,Mad Creek at HWY61/HWY22 (MADCRK01),Mad Creek,Muscatine,t,{C5D4BA12-6399-4A40-A170-2F26C7D2C6B1}, , , , ,6/11/2012 0:00:00,0.0,634693.16,2568.51,"IA,IL",7080101.0,Copperas-Duck,5.58462516616,19139,Muscatine County
1,105,720,DRYCR01,42.06214,-91.801492,Dry Creek at Covington Rd at Palo (DRYCR01),Dry Creek,Palo,t,{10D6BD99-0D47-4E35-9629-7F5417158BDF}, , , , ,6/11/2012 0:00:00,0.0,1546778.49,6259.6,IA,7080205.0,Middle Cedar,5.82086975405,19113,Linn County
1,106,1034,CLRCRKS02,41.6865,-91.9113,Clear Creek Tributary at U Ave at Williamsburg (CLRCRKS02),Clear Creek Tributary,Williamsburg,t,{81FC7671-7479-4492-AE19-BF9BA3BFFE14}, , , , ,6/11/2012 0:00:00,0.0,1078893.67,4366.13,IA,7080209.0,Lower Iowa,5.82214410209,19095,Iowa County
1,107,765,WNISH05,41.791686,-95.199,West Nishnabotna River at Cora St at Irwin (WNISH05),West Nishnabotna River,Irwin,t,{0ADD5A65-48D5-4C2D-9478-CC5524DCBC96}, , , , ,6/11/2012 0:00:00,0.0,1056982.61,4277.46,IA,10240002.0,West Nishnabotna,4.7622280514,19165,Shelby County
1,108,1038,PRICECR02,41.845468,-91.94793600000001,Price Creek at S Ave At Amana Colonies (PRICECR02),Price Creek,Amana Colonies,t,{D0140C1A-627A-43BA-BA40-75FC583D2728}, , , , ,6/11/2012 0:00:00,0.0,1060665.78,4292.37,IA,7080208.0,Middle Iowa,5.65546570065,19095,Iowa County
1,109,1777,OTTRCRK03,42.950064,-91.753865,Otter Creek at West Union (OTTRCRK03),Otter Creek,West Union,t,{5F37CEFE-0361-453D-BE80-A71DB9CD1EF6}, , , , ,6/11/2012 0:00:00,0.0,1084109.94,4387.24,IA,7060004.0,Turkey,4.59363228966,19065,Fayette County
1,110,11870,SKNKRV02,41.088511,-91.718473,Skunk River at Trenton (SKNKRV02),Skunk River,Trenton,t,{D6567D53-25C9-4F9D-9848-7A6CD56F39B3}, , , , ,6/11/2012 0:00:00,0.0,1045531.64,4231.12,IA,7080107.0,Skunk,5.03870994718,19101,Jefferson County
0,111,11885,PBBLECR01,41.641739,-96.634369,Pebble Creek at Schribner (PBBLECR01),Pebble Creek,Schribner,f,,,,,,,,,,,,,,31053,Dodge County
1,112,749,TKYRV02,42.924405,-91.526782,Turkey River at Cable Ave at Elgin (TKYRV02),Turkey River,Elgin,t,{5F37CEFE-0361-453D-BE80-A71DB9CD1EF6}, , , , ,6/11/2012 0:00:00,0.0,1084109.94,4387.24,IA,7060004.0,Turkey,4.59363228966,19043,Clayton County
1,113,1947,WOLFCRK01,42.311653,-92.905076,Wolf Creek at Conrad (WOLFCRK01),Wolf Creek,Conrad,f,{10D6BD99-0D47-4E35-9629-7F5417158BDF}, , , , ,6/11/2012 0:00:00,0.0,1546778.49,6259.6,IA,7080205.0,Middle Cedar,5.82086975405,19075,Grundy County
1,114,11897,LOWERGAR01,43.340477,-95.131821,Lower Gar Lake at Milford (LOWERGAR01),Lower Gar Lake,Milford,f,{AC6CFCCF-A163-42EF-A69B-B849D9CA226B}, , , , ,12/1/2016 0:00:00,0.0,1812413.43,7334.58,"IA,MN",10230003.0,Little Sioux,8.94025563372,19059,Dickinson County
1,115,756,WLLWCR-IC01,41.640307,-91.560788,Willow Creek at Iowa City (WLLWCR-IC01),Willow Creek,Iowa City,t,{81FC7671-7479-4492-AE19-BF9BA3BFFE14}, , , , ,6/11/2012 0:00:00,0.0,1078893.67,4366.13,IA,7080209.0,Lower Iowa,5.82214410209,19103,Johnson County
1,116,11859,BUCKCRK01,42.576191,-92.050308,Buck Creek at Littleton (BUCKCRK01),Buck Creek,Littleton,t,{D3C57FE4-D26B-46B6-B387-EAB1A96A2CF0}, , , , ,6/11/2012 0:00:00,0.0,1003377.82,4060.53,"IA,MN",7080102.0,Upper Wapsipinicon,5.6383031509,19019,Buchanan County
1,117,1810,IOWARV01,41.554742,-91.518943,Iowa River at Hills (IOWARV01),Iowa River,Hills,t,{81FC7671-7479-4492-AE19-BF9BA3BFFE14}, , , , ,6/11/2012 0:00:00,0.0,1078893.67,4366.13,IA,7080209.0,Lower Iowa,5.82214410209,19103,Johnson County
1,118,1037,FOURMLE03,41.769758,-93.589724,Fourmile Creek at 47th St NE at Ankeny (FOURMLE03),Fourmile Creek,Ankeny,t,{6BC7C38A-1876-4BD3-89C0-5898FB18BBA1}, , , , ,6/11/2012 0:00:00,0.0,1563257.96,6326.29,IA,7100008.0,Lake Red Rock,6.18966542928,19153,Polk County
1,119,1041,LTLTKY02,43.183643,-92.164472,Little Turkey River at 120th St at Saude (LTLTKY02),Little Turkey River,Saude,t,{5F37CEFE-0361-453D-BE80-A71DB9CD1EF6}, , , , ,6/11/2012 0:00:00,0.0,1084109.94,4387.24,IA,7060004.0,Turkey,4.59363228966,19037,Chickasaw County
1,120,1825,MUDCRK01,41.599717,-93.411843,Mud Creek at HWY163 (NE 12th Ave.) (MUDCRK01),Mud Creek,Pleasant Hill,t,{6BC7C38A-1876-4BD3-89C0-5898FB18BBA1}, , , , ,6/11/2012 0:00:00,0.0,1563257.96,6326.29,IA,7100008.0,Lake Red Rock,6.18966542928,19153,Polk County
1,121,1759,MDDLRCCN02,41.875301,-94.669845,Middle Raccoon River at Coon Rapids (MDDLRCCN02),Middle Raccoon River,Coon Rapids,t,{FFBAED06-1CB1-450D-AB03-D3562BAB3878}, , , , ,6/11/2012 0:00:00,0.0,727597.2199999999,2944.48,IA,7100007.0,South Raccoon,3.92060414651,19027,Carroll County
1,122,250101,CEDARRV2501,43.206805,-92.792791,Cedar River near Osage (CEDARRV2501),Cedar River,Osage,t,{6AE5D8A8-3316-49A6-B484-84B00A70076D}, , , , ,6/11/2012 0:00:00,0.0,1078114.47,4362.98,"IA,MN",7080201.0,Upper Cedar,5.43039032996,19067,Floyd County
1,123,11857,FLOYDRV01,42.721409,-96.240204,Floyd River at Merrill (FLOYDRV01),Floyd River,Merrill,t,{0E741BD6-D424-4C09-B0FD-E17D9C27E19D}, , , , ,10/6/2016 0:00:00,0.0,586327.51,2372.79,IA,10230002.0,Floyd,3.75376918356,19149,Plymouth County
1,124,1853,BEAVER02,43.098201,-92.54020000000001,Beaver Creek at Bassett (BEAVER02),Beaver Creek,Bassett,t,{6AE5D8A8-3316-49A6-B484-84B00A70076D}, , , , ,6/11/2012 0:00:00,0.0,1078114.47,4362.98,"IA,MN",7080201.0,Upper Cedar,5.43039032996,19037,Chickasaw County
1,125,1828,BEAVERCRK01,41.995981,-94.125602,Beaver Creek at P54 (C Ave.) (BEAVERCRK01),Beaver Creek,Beaver,t,{691DCFE7-DFF0-48AA-9159-7CD3F9B2C5C2}, , , , ,6/11/2012 0:00:00,0.0,1104287.57,4468.9,IA,7100004.0,Middle Des Moines,7.05359467269,19015,Boone County
1,126,1758,MDDLRCCN01,41.590149,-94.20324,Middle Raccoon River at Redfield (MDDLRCCN01),Middle Raccoon River,Redfield,t,{FFBAED06-1CB1-450D-AB03-D3562BAB3878}, , , , ,6/11/2012 0:00:00,0.0,727597.2199999999,2944.48,IA,7100007.0,South Raccoon,3.92060414651,19049,Dallas County
1,127,1737,LTLCEDAR02,43.226619,-92.677493,Little Cedar River at Orchard (LTLCEDAR02),Little Cedar River,Orchard,t,{6AE5D8A8-3316-49A6-B484-84B00A70076D}, , , , ,6/11/2012 0:00:00,0.0,1078114.47,4362.98,"IA,MN",7080201.0,Upper Cedar,5.43039032996,19131,Mitchell County
1,128,1813,NFMQKTA01,42.305968,-91.021465,North Fork Maquoketa River at HWY151 (NFMQKTA01),North Fork Maquoketa River,Cascade,t,{54F3C0AD-2A15-441C-BD3B-1373FB7DBC85}, , , , ,6/11/2012 0:00:00,0.0,1196986.08,4844.04,IA,7060006.0,Maquoketa,5.43151936743,19061,Dubuque County
1,129,724,ENISH04,41.145514,-95.176348,East Nishnabotna River at 110th St at Elliott (ENISH04),East Nishnabotna River,Elliott,t,{32B6905C-C90F-485E-92C6-683554366E45}, , , , ,6/11/2012 0:00:00,0.0,735184.8399999999,2975.19,IA,10240003.0,East Nishnabotna,4.90990594587,19137,Montgomery County
1,130,1882,GRANCRK01,42.585214,-92.918055,Gran Creek at Aplington(GRANCRK01),Gran Creek,Aplington,f,{10D6BD99-0D47-4E35-9629-7F5417158BDF}, , , , ,6/11/2012 0:00:00,0.0,1546778.49,6259.6,IA,7080205.0,Middle Cedar,5.82086975405,19023,Butler County
1,131,1881,LTLASHER01,42.159465,-92.90413,Little Asher Creek at Conrad (LTLASHER01),Little Asher Creek,Conrad,t,{D0140C1A-627A-43BA-BA40-75FC583D2728}, , , , ,6/11/2012 0:00:00,0.0,1060665.78,4292.37,IA,7080208.0,Middle Iowa,5.65546570065,19127,Marshall County
1,132,1819,ROCKCR01,43.210351,-92.810228,"Rock Creek at Lancer Ave., Cty. T38 (ROCKCR01)",Rock Creek,Orchard,t,{6AE5D8A8-3316-49A6-B484-84B00A70076D}, , , , ,6/11/2012 0:00:00,0.0,1078114.47,4362.98,"IA,MN",7080201.0,Upper Cedar,5.43039032996,19067,Floyd County
1,133,995,BEARCRK01,42.0809,-91.809,Bear Creek at Hollenback Rd at Palo (BEARCRK01),Bear Creek,Palo,t,{10D6BD99-0D47-4E35-9629-7F5417158BDF}, , , , ,6/11/2012 0:00:00,0.0,1546778.49,6259.6,IA,7080205.0,Middle Cedar,5.82086975405,19113,Linn County
1,134,1919,WLNTCR01,41.609738,-93.755504,Walnut Creek at Clive (WLNTCR01),Walnut Creek,Clive,t,{642334D3-7EFA-4E7E-9500-F5A9E8FBF717}, , , , ,6/11/2012 0:00:00,0.0,1581359.74,6399.54,IA,7100006.0,North Raccoon,7.63352986486,19153,Polk County
1,135,11877,MUDCREEK01,43.447468,-96.342079,Mud Creek at Lester (MUDCREEK01),Mud Creek,Lester,t,{2B797D37-69F7-4E74-8D60-A55ED945FA58}, , , , ,10/6/2016 0:00:00,0.0,1074463.81,4348.2,"IA,MN",10170204.0,Rock,4.71877570429,19119,Lyon County
1,136,731,KEGCR01,41.138551,-95.704489,Keg Creek at Barrus Rd Mineola (KEGCR01),Keg Creek,Mineola,t,{851962FC-3665-4EF9-BAE7-6A9DFAA40CAD}, , , , ,10/17/2016 0:00:00,0.0,536310.17,2170.37,"IA,MO,NE",10240001.0,Keg-Weeping Water,5.00405123467,19129,Mills County
1,137,11879,CEDARRV01,41.669707,-91.155688,Cedar River at Rochester (CEDARRV01),Cedar River,Rochester,t,{65F2CD30-B70F-474A-8E7D-FFABDB288751}, , , , ,6/11/2012 0:00:00,0.0,703253.72,2845.97,IA,7080206.0,Lower Cedar,4.56838127734,19031,Cedar County
1,138,11882,WNISH03,41.476631,-95.352936,West Nishnabotna River at Avoca (WNISH03),West Nishnabotna River,Avoca,t,{0ADD5A65-48D5-4C2D-9478-CC5524DCBC96}, , , , ,6/11/2012 0:00:00,0.0,1056982.61,4277.46,IA,10240002.0,West Nishnabotna,4.7622280514,19155,Pottawattamie County
1,139,11866,EFWAPSI01,42.876523,-92.237085,East Fork Wapsipinicon River at Frederika (EFWAPSI01),East Fork Wapsipinicon River,Frederika,t,{D3C57FE4-D26B-46B6-B387-EAB1A96A2CF0}, , , , ,6/11/2012 0:00:00,0.0,1003377.82,4060.53,"IA,MN",7080102.0,Upper Wapsipinicon,5.6383031509,19017,Bremer County
1,140,1834,MSQUTOCR01,41.288149,-95.793194,Mosquito Creek at Yellow Pole RD (MSQUTOCR01),Mosquito Creek,Council Bluffs,t,{137604D3-AC1D-4A2C-99B1-C2EE95514D5C}, , , , ,6/11/2012 0:00:00,0.0,712850.78,2884.81,"IA,NE",10230006.0,Big Papillion-Mosquito,4.42218693503,19155,Pottawattamie County
1,141,1736,LTLCEDAR01,42.957907,-92.518955,Little Cedar River at Nashua (LTLCEDAR01),Little Cedar River,Nashua,t,{6AE5D8A8-3316-49A6-B484-84B00A70076D}, , , , ,6/11/2012 0:00:00,0.0,1078114.47,4362.98,"IA,MN",7080201.0,Upper Cedar,5.43039032996,19037,Chickasaw County
1,142,997,BEVRCRK01,42.3609,-93.1395,Beaver Creek at Hwy 175 at Eldora (BEVRCRK01),Beaver Creek,Eldora,t,{ECE669E9-D814-4A42-9574-B61B0BEEF0E1}, , , , ,6/11/2012 0:00:00,0.0,931827.1,3770.97,IA,7080207.0,Upper Iowa,5.68815199018,19083,Hardin County
1,143,1837,WAPSI02,41.829532,-90.811487,Wapsipinicon River at HWY30 (WAPSI02),Wapsipinicon River,Wheatland,f,{2CA76B6F-4299-487E-B45B-1C2EA9361D20}, , , , ,6/11/2012 0:00:00,0.0,628099.07,2541.83,IA,7080103.0,Lower Wapsipinicon,3.77823775055,19045,Clinton County
1,144,11874,WONDERCR01,43.201256,-91.97801,Wonder Creek at Spillville (WONDERCR01),Wonder Creek,Spillville,t,{5F37CEFE-0361-453D-BE80-A71DB9CD1EF6}, , , , ,6/11/2012 0:00:00,0.0,1084109.94,4387.24,IA,7060004.0,Turkey,4.59363228966,19191,Winneshiek County
1,145,1831,RCCNRV01,41.534407,-93.95032,Raccoon River at R16 (R AVE) (RCCNRV01),Raccoon River,Van Meter,t,{642334D3-7EFA-4E7E-9500-F5A9E8FBF717}, , , , ,6/11/2012 0:00:00,0.0,1581359.74,6399.54,IA,7100006.0,North Raccoon,7.63352986486,19049,Dallas County
1,146,11847,DUCKCR01,41.5324,-90.4751,Duck Creek at Riverdale (DUCKCR01),Duck Creek,Riverdale,t,{C5D4BA12-6399-4A40-A170-2F26C7D2C6B1}, , , , ,6/11/2012 0:00:00,0.0,634693.16,2568.51,"IA,IL",7080101.0,Copperas-Duck,5.58462516616,19163,Scott County
1,147,748,SSKNK03,42.034248,-93.593944,South Skunk River at E 13th St at Ames (SSKNK03),South Skunk River,Ames,t,{A3289F99-CD86-4AF6-A77E-5442630D5AFD}, , , , ,6/11/2012 0:00:00,0.0,1179865.93,4774.75,IA,7080105.0,South Skunk,6.74624294085,19169,Story County
1,148,726,INDCR01,41.976434,-91.57812,Indian Creek at Mt. Vernon Rd SE at Cedar Rapids (INDCR01),Indian Creek,Cedar Rapids,t,{65F2CD30-B70F-474A-8E7D-FFABDB288751}, , , , ,6/11/2012 0:00:00,0.0,703253.72,2845.97,IA,7080206.0,Lower Cedar,4.56838127734,19113,Linn County
1,149,1843,WBFLOYDRV01,42.923777,-96.17747600000001,West Branch Floyd River at 500th ST (WBFLOYDRV01),West Branch Floyd River,Struble,t,{0E741BD6-D424-4C09-B0FD-E17D9C27E19D}, , , , ,10/6/2016 0:00:00,0.0,586327.51,2372.79,IA,10230002.0,Floyd,3.75376918356,19167,Sioux County
1,150,1751,NSKNK01,41.687869,-92.859233,North Skunk River at Kellogg (NSKNK01),North Skunk River,Kellogg,t,{F5482012-4FCC-45A0-9DC5-71524F3980F0}, , , , ,6/11/2012 0:00:00,0.0,558361.16,2259.61,IA,7080106.0,North Skunk,3.96470530119,19099,Jasper County
1,151,1673,SOAPCR01,40.879966,-92.332873,Soap Creek at Quail Ave at Floris (SOAPCR01),Soap Creek,Floris,t,{BD63BFB7-471A-41B1-8B65-1FCFFD956A3C}, , , , ,6/11/2012 0:00:00,0.0,1370685.19,5546.97,"IA,MO",7100009.0,Lower Des Moines,5.89631193612,19051,Davis County
1,152,1033,TKYRV03,42.9977,-91.6579,Turkey River at Mill St at Clermont (TKYRV03),Turkey River,Clermont,t,{5F37CEFE-0361-453D-BE80-A71DB9CD1EF6}, , , , ,6/11/2012 0:00:00,0.0,1084109.94,4387.24,IA,7060004.0,Turkey,4.59363228966,19065,Fayette County
1,153,1747,MDDLRCCN03,42.052492,-94.823041,Middle Raccoon River at Carroll (MDDLRCCN03),Middle Raccoon River,Carroll,t,{FFBAED06-1CB1-450D-AB03-D3562BAB3878}, , , , ,6/11/2012 0:00:00,0.0,727597.2199999999,2944.48,IA,7100007.0,South Raccoon,3.92060414651,19027,Carroll County
1,154,734,LTLWLNT01,41.633309,-93.833329,Little Walnut Creek at NW 156th St at Clive (LTLWLNT01),Little Walnut Creek,Clive,t,{642334D3-7EFA-4E7E-9500-F5A9E8FBF717}, , , , ,6/11/2012 0:00:00,0.0,1581359.74,6399.54,IA,7100006.0,North Raccoon,7.63352986486,19049,Dallas County
1,155,1846,LTLSIOUX05,43.459518,-95.230817,Little Sioux at 130th ST (LTLSIOUX05),Little Sioux River,Montgomery,t,{AC6CFCCF-A163-42EF-A69B-B849D9CA226B}, , , , ,12/1/2016 0:00:00,0.0,1812413.43,7334.58,"IA,MN",10230003.0,Little Sioux,8.94025563372,19059,Dickinson County
1,156,1822,MCHKNCK01,41.288281,-92.69654000000001,Muchakinock Creek at HWY92 (MCHKNCK01),Muchakinock Creek,Oskaloosa,f,{BD63BFB7-471A-41B1-8B65-1FCFFD956A3C}, , , , ,6/11/2012 0:00:00,0.0,1370685.19,5546.97,"IA,MO",7100009.0,Lower Des Moines,5.89631193612,19123,Mahaska County
1,157,1010,HONEYCR01,41.9602,-90.4708,Honey Creek at 1st St at Charlotte (HONEYCR01),Honey Creek,Charlotte,t,{54F3C0AD-2A15-441C-BD3B-1373FB7DBC85}, , , , ,6/11/2012 0:00:00,0.0,1196986.08,4844.04,IA,7060006.0,Maquoketa,5.43151936743,19045,Clinton County
1,158,764,WNISH04,41.645388,-95.312665,West Nishnabotna River at Chatburn Ave at Harlan (WNISH04),West Nishnabotna River,Harlan,f,{0ADD5A65-48D5-4C2D-9478-CC5524DCBC96}, , , , ,6/11/2012 0:00:00,0.0,1056982.61,4277.46,IA,10240002.0,West Nishnabotna,4.7622280514,19165,Shelby County
1,159,11881,EBRWNISH01,41.476269,-95.330063,East Branch West Nishnabotna River at Avoca (EBRWNISH01),East Branch West Nishnabotna River,Avoca,t,{0ADD5A65-48D5-4C2D-9478-CC5524DCBC96}, , , , ,6/11/2012 0:00:00,0.0,1056982.61,4277.46,IA,10240002.0,West Nishnabotna,4.7622280514,19155,Pottawattamie County
1,160,11880,WAPSI06,42.392502,-91.761879,Wapsipinicon River at Quasqueton (WAPSI06),Wapsipinicon River,Quasqueton,t,{D3C57FE4-D26B-46B6-B387-EAB1A96A2CF0}, , , , ,6/11/2012 0:00:00,0.0,1003377.82,4060.53,"IA,MN",7080102.0,Upper Wapsipinicon,5.6383031509,19019,Buchanan County
1,161,1823,SPRINGCR01,41.551038,-93.446148,Spring Creek at SE 32nd Ave. (SPRINGCR01),Spring Creek,Pleasant Hill,t,{6BC7C38A-1876-4BD3-89C0-5898FB18BBA1}, , , , ,6/11/2012 0:00:00,0.0,1563257.96,6326.29,IA,7100008.0,Lake Red Rock,6.18966542928,19153,Polk County
0,162,11889,UNIONCR01,41.8298,-97.363174,Union Creek at Madison (UNIONCR01),Union Creek,Madison,t,,,,,,,,,,,,,,31167,Stanton County
1,163,11869,WFCEDAR01,42.704048,-92.888971,West Fork Cedar River at Kelsey (WFCEDAR01),West Fork Cedar River,Kelsey,t,{6D42187C-4B29-4472-A8FE-52C4FE84047B}, , , , ,6/11/2012 0:00:00,0.0,551118.08,2230.3,IA,7080204.0,West Fork Cedar,3.76596645838,19023,Butler County
1,164,758,WNBGORV02,43.153329,-93.171056,Winnebago River at S Illinois Ave at Mason City (WNBGORV02),Winnebago River,Mason City,t,{7E36A47E-08C4-4336-831F-7153E955FBD0}, , , , ,6/11/2012 0:00:00,0.0,440576.64,1782.95,"IA,MN",7080203.0,Winnebago,3.63671953886,19033,Cerro Gordo County
1,165,1836,MAPLERV01,42.351117,-95.479425,Maple River at HWT59 (MAPLERV01),Maple River,Ida Grove,t,{3F5B0268-6823-46BE-B1FB-4C1673918B27}, , , , ,6/11/2012 0:00:00,0.0,473551.45,1916.4,IA,10230005.0,Maple,3.6413615574,19093,Ida County
1,166,250501,WFCEDARRV2505,42.802885,-93.035901,West Fork Cedar River near Aredale (WFCEDARRV2505),West Fork Cedar River,Aredale,t,{6D42187C-4B29-4472-A8FE-52C4FE84047B}, , , , ,6/11/2012 0:00:00,0.0,551118.08,2230.3,IA,7080204.0,West Fork Cedar,3.76596645838,19069,Franklin County
