MACRO_START,CAPPED_EPISODE_END,TOTAL_EPISODE_DURATION,NEW_EPISODE_ID,BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,FLOOD_CAUSE,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
2024-05-20 23:00:00,2024-05-22 20:00:00,1 days 21:00:00,191762_0,202405,20,2300,202405,21,400,191762,1183845,IOWA,19,2024,May,Flash Flood,C,109,KOSSUTH,DMX,2024-05-20 23:00:00,CST-6,2024-05-21 04:00:00,0,0,0,0,0.00K,0.00K,Emergency Manager,Heavy Rain,0.0,N,WESLEY,0.38,N,WESLEY,43.08,-94.0,43.1026,-94.0014,"PLEASE NOTE, for tornadoes, please see separate Storm Data entry for May 21st. ||Multiple rounds of thunderstorms brought torrential rainfall, damaging winds, hail and destructive tornadoes to the state. These thunderstorms were the result of a low pressure system which lifted north into the area on the night of May 20th, 2024, producing slow moving storms that dropped 2 to 4 inches of rainfall. This resulted in flash flooding over portions of northern and central Iowa through the morning of May 21st, 2024. State level damage estimates to public infrastructure exceeded 7 million dollars due to the morning flooding.||Following the heavy rainfall through the morning, skies cleared out ahead of an approaching cold front. By the afternoon hours of May 21st, 2024, this cold front produced a line of strong thunderstorms which produced multiple strong tornadoes throughout the state, including one which led to significant damage in the town of Greenfield, IA, among other locations. This line of storms also produced damaging winds, leading to widespread tree damage and power outages throughout the forecast area.",Significant flash flooding beginning in Wesley.,CSV
2024-05-20 23:00:00,2024-05-22 20:00:00,1 days 21:00:00,191762_0,202405,21,300,202405,21,1015,191762,1183263,IOWA,19,2024,May,Flash Flood,C,77,GUTHRIE,DMX,2024-05-21 03:00:00,CST-6,2024-05-21 10:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,Heavy Rain,2.14,NNW,FANSLERS,1.94,N,FANSLERS,41.78,-94.48,41.7732,-94.4642,"PLEASE NOTE, for tornadoes, please see separate Storm Data entry for May 21st. ||Multiple rounds of thunderstorms brought torrential rainfall, damaging winds, hail and destructive tornadoes to the state. These thunderstorms were the result of a low pressure system which lifted north into the area on the night of May 20th, 2024, producing slow moving storms that dropped 2 to 4 inches of rainfall. This resulted in flash flooding over portions of northern and central Iowa through the morning of May 21st, 2024. State level damage estimates to public infrastructure exceeded 7 million dollars due to the morning flooding.||Following the heavy rainfall through the morning, skies cleared out ahead of an approaching cold front. By the afternoon hours of May 21st, 2024, this cold front produced a line of strong thunderstorms which produced multiple strong tornadoes throughout the state, including one which led to significant damage in the town of Greenfield, IA, among other locations. This line of storms also produced damaging winds, leading to widespread tree damage and power outages throughout the forecast area.",Emergency manager reports 160th St in the Springbrook State Park area is closed due to water over the road.,CSV
2024-05-20 23:00:00,2024-05-22 20:00:00,1 days 21:00:00,191762_0,202405,21,300,202405,21,1015,191762,1183260,IOWA,19,2024,May,Flash Flood,C,77,GUTHRIE,DMX,2024-05-21 03:00:00,CST-6,2024-05-21 10:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,Heavy Rain,5.56,ESE,FANSLERS,7.5,ESE,WICHITA,41.72,-94.37,41.7176,-94.5824,"PLEASE NOTE, for tornadoes, please see separate Storm Data entry for May 21st. ||Multiple rounds of thunderstorms brought torrential rainfall, damaging winds, hail and destructive tornadoes to the state. These thunderstorms were the result of a low pressure system which lifted north into the area on the night of May 20th, 2024, producing slow moving storms that dropped 2 to 4 inches of rainfall. This resulted in flash flooding over portions of northern and central Iowa through the morning of May 21st, 2024. State level damage estimates to public infrastructure exceeded 7 million dollars due to the morning flooding.||Following the heavy rainfall through the morning, skies cleared out ahead of an approaching cold front. By the afternoon hours of May 21st, 2024, this cold front produced a line of strong thunderstorms which produced multiple strong tornadoes throughout the state, including one which led to significant damage in the town of Greenfield, IA, among other locations. This line of storms also produced damaging winds, leading to widespread tree damage and power outages throughout the forecast area.",Washed out gravel roads and road closures due to water over the road in the area.,CSV
2024-05-20 23:00:00,2024-05-22 20:00:00,1 days 21:00:00,191762_0,202405,21,400,202405,21,1000,191762,1183243,IOWA,19,2024,May,Flash Flood,C,15,BOONE,DMX,2024-05-21 04:00:00,CST-6,2024-05-21 10:00:00,0,0,0,0,0.00K,0.00K,Law Enforcement,Heavy Rain,2.99,SE,MOINGONA,2.67,SE,MOINGONA,41.9905,-93.8875,41.9933,-93.8801,"PLEASE NOTE, for tornadoes, please see separate Storm Data entry for May 21st. ||Multiple rounds of thunderstorms brought torrential rainfall, damaging winds, hail and destructive tornadoes to the state. These thunderstorms were the result of a low pressure system which lifted north into the area on the night of May 20th, 2024, producing slow moving storms that dropped 2 to 4 inches of rainfall. This resulted in flash flooding over portions of northern and central Iowa through the morning of May 21st, 2024. State level damage estimates to public infrastructure exceeded 7 million dollars due to the morning flooding.||Following the heavy rainfall through the morning, skies cleared out ahead of an approaching cold front. By the afternoon hours of May 21st, 2024, this cold front produced a line of strong thunderstorms which produced multiple strong tornadoes throughout the state, including one which led to significant damage in the town of Greenfield, IA, among other locations. This line of storms also produced damaging winds, leading to widespread tree damage and power outages throughout the forecast area.",Canyon road impassable due to water over the road.,CSV
2024-05-20 23:00:00,2024-05-22 20:00:00,1 days 21:00:00,191762_0,202405,21,400,202405,21,1015,191762,1183313,IOWA,19,2024,May,Flash Flood,C,99,JASPER,DMX,2024-05-21 04:00:00,CST-6,2024-05-21 10:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,Heavy Rain,0.8,W,BAXTER,1.19,ESE,BAXTER,41.8189,-93.1655,41.8183,-93.1415,"PLEASE NOTE, for tornadoes, please see separate Storm Data entry for May 21st. ||Multiple rounds of thunderstorms brought torrential rainfall, damaging winds, hail and destructive tornadoes to the state. These thunderstorms were the result of a low pressure system which lifted north into the area on the night of May 20th, 2024, producing slow moving storms that dropped 2 to 4 inches of rainfall. This resulted in flash flooding over portions of northern and central Iowa through the morning of May 21st, 2024. State level damage estimates to public infrastructure exceeded 7 million dollars due to the morning flooding.||Following the heavy rainfall through the morning, skies cleared out ahead of an approaching cold front. By the afternoon hours of May 21st, 2024, this cold front produced a line of strong thunderstorms which produced multiple strong tornadoes throughout the state, including one which led to significant damage in the town of Greenfield, IA, among other locations. This line of storms also produced damaging winds, leading to widespread tree damage and power outages throughout the forecast area.",Considerable flash flooding in Baxter. Water flooding roads and buildings.,CSV
2024-05-20 23:00:00,2024-05-22 20:00:00,1 days 21:00:00,191762_0,202405,21,400,202405,21,1015,191762,1183312,IOWA,19,2024,May,Flash Flood,C,99,JASPER,DMX,2024-05-21 04:00:00,CST-6,2024-05-21 10:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,Heavy Rain,0.52,E,KELLOGG,0.19,E,KELLOGG,41.72,-92.91,41.719,-92.896,"PLEASE NOTE, for tornadoes, please see separate Storm Data entry for May 21st. ||Multiple rounds of thunderstorms brought torrential rainfall, damaging winds, hail and destructive tornadoes to the state. These thunderstorms were the result of a low pressure system which lifted north into the area on the night of May 20th, 2024, producing slow moving storms that dropped 2 to 4 inches of rainfall. This resulted in flash flooding over portions of northern and central Iowa through the morning of May 21st, 2024. State level damage estimates to public infrastructure exceeded 7 million dollars due to the morning flooding.||Following the heavy rainfall through the morning, skies cleared out ahead of an approaching cold front. By the afternoon hours of May 21st, 2024, this cold front produced a line of strong thunderstorms which produced multiple strong tornadoes throughout the state, including one which led to significant damage in the town of Greenfield, IA, among other locations. This line of storms also produced damaging winds, leading to widespread tree damage and power outages throughout the forecast area.",Considerable flash flooding in Kellogg. Water flooding roads and buildings.,CSV
2024-05-20 23:00:00,2024-05-22 20:00:00,1 days 21:00:00,191762_0,202405,21,410,202405,22,700,191762,1183305,IOWA,19,2024,May,Flood,C,109,KOSSUTH,DMX,2024-05-21 04:10:00,CST-6,2024-05-22 07:00:00,0,0,0,0,0.00K,0.00K,Emergency Manager,Heavy Rain,0.88,N,WESLEY,0.32,N,WESLEY,43.0926,-94.0025,43.1023,-94.0024,"PLEASE NOTE, for tornadoes, please see separate Storm Data entry for May 21st. ||Multiple rounds of thunderstorms brought torrential rainfall, damaging winds, hail and destructive tornadoes to the state. These thunderstorms were the result of a low pressure system which lifted north into the area on the night of May 20th, 2024, producing slow moving storms that dropped 2 to 4 inches of rainfall. This resulted in flash flooding over portions of northern and central Iowa through the morning of May 21st, 2024. State level damage estimates to public infrastructure exceeded 7 million dollars due to the morning flooding.||Following the heavy rainfall through the morning, skies cleared out ahead of an approaching cold front. By the afternoon hours of May 21st, 2024, this cold front produced a line of strong thunderstorms which produced multiple strong tornadoes throughout the state, including one which led to significant damage in the town of Greenfield, IA, among other locations. This line of storms also produced damaging winds, leading to widespread tree damage and power outages throughout the forecast area.",Several blocks of flooded roads and homes in Wesley.,CSV
2024-05-20 23:00:00,2024-05-22 20:00:00,1 days 21:00:00,191762_0,202405,21,500,202405,22,800,191762,1183247,IOWA,19,2024,May,Flood,C,81,HANCOCK,DMX,2024-05-21 05:00:00,CST-6,2024-05-22 08:00:00,0,0,0,0,0.00K,0.00K,Public,Heavy Rain,1.47,SSE,BRITT,1.12,SE,BRITT,43.08,-93.81,43.0812,-93.8005,"PLEASE NOTE, for tornadoes, please see separate Storm Data entry for May 21st. ||Multiple rounds of thunderstorms brought torrential rainfall, damaging winds, hail and destructive tornadoes to the state. These thunderstorms were the result of a low pressure system which lifted north into the area on the night of May 20th, 2024, producing slow moving storms that dropped 2 to 4 inches of rainfall. This resulted in flash flooding over portions of northern and central Iowa through the morning of May 21st, 2024. State level damage estimates to public infrastructure exceeded 7 million dollars due to the morning flooding.||Following the heavy rainfall through the morning, skies cleared out ahead of an approaching cold front. By the afternoon hours of May 21st, 2024, this cold front produced a line of strong thunderstorms which produced multiple strong tornadoes throughout the state, including one which led to significant damage in the town of Greenfield, IA, among other locations. This line of storms also produced damaging winds, leading to widespread tree damage and power outages throughout the forecast area.",Water on the road on 220th Street south Britt.,CSV
2024-05-20 23:00:00,2024-05-22 20:00:00,1 days 21:00:00,191762_0,202405,21,500,202405,21,1000,191762,1183267,IOWA,19,2024,May,Flash Flood,C,99,JASPER,DMX,2024-05-21 05:00:00,CST-6,2024-05-21 10:00:00,0,0,0,0,0.00K,0.00K,Emergency Manager,Heavy Rain,1.54,NNE,NEWTON,1.77,NNE,NEWTON,41.7193,-93.0351,41.7243,-93.0359,"PLEASE NOTE, for tornadoes, please see separate Storm Data entry for May 21st. ||Multiple rounds of thunderstorms brought torrential rainfall, damaging winds, hail and destructive tornadoes to the state. These thunderstorms were the result of a low pressure system which lifted north into the area on the night of May 20th, 2024, producing slow moving storms that dropped 2 to 4 inches of rainfall. This resulted in flash flooding over portions of northern and central Iowa through the morning of May 21st, 2024. State level damage estimates to public infrastructure exceeded 7 million dollars due to the morning flooding.||Following the heavy rainfall through the morning, skies cleared out ahead of an approaching cold front. By the afternoon hours of May 21st, 2024, this cold front produced a line of strong thunderstorms which produced multiple strong tornadoes throughout the state, including one which led to significant damage in the town of Greenfield, IA, among other locations. This line of storms also produced damaging winds, leading to widespread tree damage and power outages throughout the forecast area.",Considerable flooding ongoing in trailer park.,CSV
2024-05-20 23:00:00,2024-05-22 20:00:00,1 days 21:00:00,191762_0,202405,21,600,202405,21,1015,191762,1183310,IOWA,19,2024,May,Flash Flood,C,171,TAMA,DMX,2024-05-21 06:00:00,CST-6,2024-05-21 10:15:00,0,0,0,0,0.00K,0.00K,Law Enforcement,Heavy Rain,2.57,W,TAMA,2.41,WSW,TOLEDO,41.97,-92.63,41.9917,-92.6345,"PLEASE NOTE, for tornadoes, please see separate Storm Data entry for May 21st. ||Multiple rounds of thunderstorms brought torrential rainfall, damaging winds, hail and destructive tornadoes to the state. These thunderstorms were the result of a low pressure system which lifted north into the area on the night of May 20th, 2024, producing slow moving storms that dropped 2 to 4 inches of rainfall. This resulted in flash flooding over portions of northern and central Iowa through the morning of May 21st, 2024. State level damage estimates to public infrastructure exceeded 7 million dollars due to the morning flooding.||Following the heavy rainfall through the morning, skies cleared out ahead of an approaching cold front. By the afternoon hours of May 21st, 2024, this cold front produced a line of strong thunderstorms which produced multiple strong tornadoes throughout the state, including one which led to significant damage in the town of Greenfield, IA, among other locations. This line of storms also produced damaging winds, leading to widespread tree damage and power outages throughout the forecast area.","Water running over roads and vehicles stranded in flood waters across portions of the Meskwaki Nation Settlement including Battleground Rd near the PowWow Grounds, Meskwaki Rd at Battleground Rd and G Ave South. Reported by the Meskwaki Nation Police Department via social media.",CSV
